GeneID	Base_mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
ENSG00000129810	2.175435564	-1.375975455	1.529335577	-0.899721079	0.368268703	0.559185629
ENSG00000175634	12.74420493	0.62967891	0.69997029	0.89957948	0.368344081	0.559230728
ENSG00000169762	2.949426173	1.36947555	1.522892008	0.899259792	0.368514299	0.559350429
ENSG00000178397	2.949660087	1.369581485	1.522988109	0.899272606	0.368507475	0.559350429
ENSG00000196510	17.6822127	-0.512837732	0.570355962	-0.899153804	0.368570743	0.559366754
ENSG00000115687	10.77472142	0.648879163	0.722082982	0.898621322	0.368854398	0.559727862
ENSG00000135111	134.4304687	0.175453907	0.195278044	0.898482507	0.368928367	0.559770727
ENSG00000111271	10.93167902	0.644374694	0.717369053	0.898247131	0.369053812	0.559891675
ENSG00000147601	5.523273543	-0.789652121	0.879627508	-0.897711945	0.369339139	0.560255121
ENSG00000146282	16.65190989	0.518899451	0.578519787	0.896943307	0.36974917	0.560807617
ENSG00000198846	2.949894001	1.3698428	1.527386232	0.896854228	0.369796707	0.560810242
ENSG00000089682	6.614998326	-0.689239039	0.768639226	-0.89670032	0.36987885	0.560865341
ENSG00000105887	24.21244966	0.430619872	0.480294264	0.896575088	0.369945696	0.560897234
ENSG00000130590	5.073060317	0.999411631	1.115184629	0.896184905	0.370154016	0.561143589
ENSG00000177628	25.9584152	-0.401279226	0.448024667	-0.895663243	0.370432647	0.561496459
ENSG00000123908	34.52168601	0.367067009	0.409977758	0.895333959	0.370608592	0.561693611
ENSG00000162377	5.228146606	0.990355402	1.10627485	0.895216412	0.370671413	0.561719286
ENSG00000198825	24.24166698	-0.392443455	0.438756351	-0.894445068	0.371083808	0.562274636
ENSG00000150510	5.609399832	-0.867915112	0.971214562	-0.893638899	0.371515127	0.562858519
ENSG00000143207	19.76140318	0.486956078	0.545264321	0.89306426	0.371822761	0.563185211
ENSG00000134905	12.43028973	0.646384727	0.72377484	0.893074325	0.371817371	0.563185211
ENSG00000078018	92.02211915	0.230394146	0.258175012	0.892395217	0.372181134	0.563658291
ENSG00000118412	16.49658969	0.522326413	0.585372691	0.8922972	0.372233655	0.563668106
ENSG00000175048	6.897606408	0.809406037	0.907222566	0.89218023	0.372296337	0.563693304
ENSG00000171790	2.472886219	-1.127450378	1.2639554	-0.89200171	0.372392016	0.56371242
ENSG00000221900	2.473120133	-1.127236827	1.264105044	-0.891727181	0.372539181	0.56371242
ENSG00000102043	2.473120133	-1.127236827	1.264105044	-0.891727181	0.372539181	0.56371242
ENSG00000172789	2.473120133	-1.127236827	1.264105044	-0.891727181	0.372539181	0.56371242
ENSG00000133958	32.39477707	0.3584524	0.401859438	0.891984526	0.372401227	0.56371242
ENSG00000163950	18.73866925	-0.433957917	0.487054814	-0.890983734	0.372937897	0.564200669
ENSG00000164683	6.897372494	0.809405627	0.908471044	0.890953689	0.372954016	0.564200669
ENSG00000234127	20.90842224	-0.420224042	0.471872723	-0.890545313	0.373173149	0.564392694
ENSG00000178605	31.52479799	-0.346883358	0.389510211	-0.890562937	0.37316369	0.564392694
ENSG00000184924	3.106617689	1.361643511	1.529582434	0.890206034	0.373355265	0.564597508
ENSG00000204186	13.20993162	0.610710536	0.686104704	0.890112737	0.373405355	0.564597508
ENSG00000122694	5.227912691	0.989505004	1.111833836	0.889975617	0.373478979	0.564597508
ENSG00000174586	8.402577858	-0.616677939	0.692935924	-0.889949442	0.373493034	0.564597508
ENSG00000140526	32.46794752	0.364673838	0.409859787	0.889752666	0.373598708	0.564687528
ENSG00000140464	20.12664427	0.510545789	0.573940635	0.889544593	0.373710468	0.564786726
ENSG00000125166	18.02345121	0.486864847	0.547633913	0.889033414	0.373985122	0.565132048
ENSG00000076984	12.53054142	0.587879285	0.661457656	0.888763293	0.374130307	0.565281668
ENSG00000166170	8.018766999	-0.63552376	0.715155375	-0.888651309	0.374190507	0.56530286
ENSG00000164199	34.1527023	0.35260368	0.396848585	0.888509354	0.374266827	0.565329426
ENSG00000197496	6.89713858	0.809452554	0.911087219	0.888446833	0.374300443	0.565329426
ENSG00000203724	2.106475565	-1.530550952	1.724349492	-0.887610637	0.37475023	0.565590121
ENSG00000091317	10.82724	-0.569192358	0.641144347	-0.88777568	0.374661427	0.565590121
ENSG00000112306	16.11254492	0.519179555	0.584707217	0.887930814	0.374577968	0.565590121
ENSG00000005187	2.106475565	-1.530550952	1.724349492	-0.887610637	0.37475023	0.565590121
ENSG00000008735	94.60197194	0.215087953	0.242244985	0.887894348	0.374597585	0.565590121
ENSG00000180530	3.018386172	1.417131679	1.596270987	0.88777638	0.374661051	0.565590121
ENSG00000163875	8.402811772	-0.616668016	0.695158242	-0.887090131	0.375030377	0.565873417
ENSG00000123485	12.37451948	0.592689428	0.668088386	0.887142241	0.375002324	0.565873417
ENSG00000067208	7.12305618	0.824570136	0.930223476	0.886421551	0.375390411	0.566346863
ENSG00000158859	16.26104382	-0.483440854	0.545465069	-0.886291132	0.375460666	0.566383063
ENSG00000067606	18.17970707	0.48374777	0.545870946	0.88619439	0.375512786	0.566391898
ENSG00000131759	23.51870014	0.434622316	0.490772951	0.885587348	0.375839932	0.566815507
ENSG00000159753	14.5118112	0.550806466	0.622076865	0.885431524	0.375923937	0.566872368
ENSG00000108852	13.64857707	0.646173283	0.730281889	0.884827205	0.376249834	0.567293931
ENSG00000102898	9.178432068	0.728281982	0.823299351	0.884589526	0.376378058	0.567417383
ENSG00000119004	2.95036183	1.3708722	1.550174419	0.884334165	0.376515851	0.567485357
ENSG00000163728	2.95036183	1.3708722	1.550174419	0.884334165	0.376515851	0.567485357
ENSG00000184271	2.94872443	1.370067715	1.549477965	0.884212454	0.376581536	0.567514494
ENSG00000164597	15.19237097	0.568851422	0.644164419	0.883084203	0.377190779	0.568362671
ENSG00000167470	61.43201155	0.257478453	0.291618738	0.882928357	0.377274981	0.568419591
ENSG00000143443	7.054797924	0.803562746	0.910481476	0.882569022	0.377469172	0.56864219
ENSG00000144369	12.37522122	0.593268666	0.672322986	0.882416157	0.377551801	0.568694582
ENSG00000185730	8.880045757	0.699609026	0.792985527	0.882246904	0.377643302	0.568694582
ENSG00000161847	39.80871966	-0.310152956	0.351517039	-0.882326947	0.377600028	0.568694582
ENSG00000123689	3.105214204	1.360365266	1.542323011	0.882023582	0.377764055	0.56880646
ENSG00000103126	22.29920423	0.448793154	0.508874152	0.881933484	0.377812778	0.568809868
ENSG00000112877	8.033360234	-0.702885072	0.797307186	-0.881573732	0.378007365	0.56903285
ENSG00000136100	9.980938252	-0.655721498	0.744265771	-0.881031378	0.378300837	0.569404616
ENSG00000108010	8.722620327	0.704729249	0.800396311	0.880475384	0.378601835	0.569787617
ENSG00000055332	14.3581284	0.555882002	0.631560847	0.880171728	0.378766287	0.56996505
ENSG00000109184	5.070721176	0.998500694	1.135683425	0.879206892	0.379289108	0.57061152
ENSG00000136950	8.56706621	0.711356728	0.809037233	0.879263277	0.379258543	0.57061152
ENSG00000263528	10.86201728	0.629095727	0.716298187	0.878259556	0.379802879	0.571151147
ENSG00000144909	7.053394439	0.803034013	0.914253605	0.878349298	0.37975419	0.571151147
ENSG00000241258	7.015741561	-0.759616629	0.864801014	-0.878371575	0.379742105	0.571151147
ENSG00000102554	7.055031838	0.80333611	0.914751521	0.878201448	0.379834406	0.571151147
ENSG00000134256	2.472652305	-1.127918124	1.285632953	-0.87732515	0.380310055	0.571234941
ENSG00000134262	8.176894172	-0.640669628	0.730098533	-0.877511184	0.380209047	0.571234941
ENSG00000157978	5.366549855	-0.779907604	0.888847117	-0.877437288	0.380249168	0.571234941
ENSG00000178752	2.472652305	-1.127918124	1.285632953	-0.87732515	0.380310055	0.571234941
ENSG00000177707	8.263722204	-0.680315784	0.775124983	-0.877685275	0.380114538	0.571234941
ENSG00000112200	20.92816202	0.709073687	0.807968518	0.877600638	0.380160483	0.571234941
ENSG00000136866	2.472652305	-1.127918124	1.285632953	-0.87732515	0.380310055	0.571234941
ENSG00000065613	15.39624093	-0.647318124	0.737481246	-0.87774181	0.380083849	0.571234941
ENSG00000100412	21.6776895	0.463879088	0.528623609	0.877522456	0.380202927	0.571234941
ENSG00000135801	11.38538553	0.658296387	0.750472681	0.877175683	0.380391222	0.571286768
ENSG00000109670	10.86225119	0.629074857	0.717242528	0.877074117	0.380446382	0.571299529
ENSG00000268043	2.473354047	-1.127231704	1.286130449	-0.876452078	0.380784318	0.571666757
ENSG00000169891	2.473354047	-1.127231704	1.286130449	-0.876452078	0.380784318	0.571666757
ENSG00000163608	7.083531989	-0.715597965	0.816675813	-0.876232592	0.380903602	0.571775723
ENSG00000177225	8.795322952	0.72543688	0.828059405	0.876068644	0.380992718	0.571839383
ENSG00000175414	15.95488557	0.524850744	0.599502408	0.875477292	0.381314261	0.572251838
ENSG00000067113	5.07190617	-0.86924627	0.993076453	-0.875306495	0.381407161	0.572321102
ENSG00000106263	89.49266102	0.234482551	0.268009175	0.874904939	0.381625632	0.572578751
ENSG00000007047	38.06368207	0.331816339	0.379395557	0.874592053	0.381795914	0.572764045
ENSG00000138166	6.99857527	-0.663252318	0.758819891	-0.874057634	0.382086868	0.573130302
ENSG00000107249	27.59044062	-0.398268204	0.455723721	-0.873924674	0.382159276	0.573168691
ENSG00000161888	17.90836422	-0.506403331	0.579662803	-0.873617089	0.382326817	0.573349733
ENSG00000069998	21.62121751	0.433971355	0.496855054	0.873436532	0.382425186	0.573427012
ENSG00000182103	6.896436837	0.809896741	0.928157296	0.872585653	0.382888963	0.574052116
ENSG00000151651	2.629142078	-1.156383882	1.326167807	-0.871974026	0.383222547	0.574481896
ENSG00000142875	7.196928376	0.845337361	0.969657953	0.871789231	0.38332337	0.574562687
ENSG00000117122	28.26378805	-0.353534185	0.405657917	-0.871508159	0.383476753	0.574581555
ENSG00000161021	29.19798792	0.370135418	0.424674953	0.871573458	0.383441115	0.574581555
ENSG00000110911	14.44378686	0.53924056	0.618637196	0.871658807	0.383394539	0.574581555
ENSG00000175879	23.77360115	-0.384423042	0.441152437	-0.871406366	0.383532311	0.57459448
ENSG00000117525	2.629843821	-1.155695436	1.326856396	-0.871002649	0.383752707	0.574643394
ENSG00000265203	2.629843821	-1.155695436	1.326856396	-0.871002649	0.383752707	0.574643394
ENSG00000139826	3.10498029	1.359336671	1.560478363	0.871102544	0.383698165	0.574643394
ENSG00000006016	3.107085517	1.360327155	1.56135906	0.871245564	0.383620086	0.574643394
ENSG00000154027	4.844569661	0.978600155	1.124435656	0.870303383	0.384134631	0.574879078
ENSG00000198780	5.001059435	0.968586103	1.112600476	0.870560568	0.383994135	0.574879078
ENSG00000146267	4.844569661	0.978600155	1.124435656	0.870303383	0.384134631	0.574879078
ENSG00000159713	9.035833787	0.694054158	0.797502491	0.870284627	0.384144878	0.574879078
ENSG00000132382	93.63343133	-0.192734238	0.221408778	-0.870490503	0.384032407	0.574879078
ENSG00000117594	3.650269464	-0.902854842	1.037879404	-0.869903419	0.384353187	0.575037394
ENSG00000147459	27.12872054	0.383166075	0.440505239	0.869833185	0.384391573	0.575037394
ENSG00000155252	10.18968956	-0.56903805	0.654105279	-0.86994872	0.384328429	0.575037394
ENSG00000159720	19.92257124	0.48426762	0.556919055	0.869547586	0.384547692	0.575200659
ENSG00000003509	8.916567622	-0.706613943	0.813465519	-0.868646459	0.385040535	0.575867489
ENSG00000135766	16.04241535	0.508729026	0.585926691	0.868246889	0.38525919	0.57605377
ENSG00000029364	13.26172533	0.649858678	0.748427414	0.86829887	0.385230741	0.57605377
ENSG00000140104	5.158718779	0.960276392	1.106165614	0.868112676	0.385332652	0.576079057
ENSG00000132003	42.96239229	0.30924674	0.356256959	0.868044066	0.38537021	0.576079057
ENSG00000119906	14.59863923	0.53523311	0.616663953	0.867949403	0.385422032	0.576086185
ENSG00000138756	25.16020353	-0.364793959	0.420483864	-0.867557571	0.385636582	0.576336508
ENSG00000166847	11.28188217	-0.537244939	0.619460231	-0.867279144	0.385789081	0.576494046
ENSG00000288644	2.245799048	-1.231947831	1.420890393	-0.867025238	0.385928182	0.576631526
ENSG00000127564	27.45111713	-0.419885784	0.484464288	-0.866701209	0.386105743	0.576826432
ENSG00000124523	2.879296603	1.322325185	1.526550579	0.866217735	0.38637077	0.577011141
ENSG00000185716	2.879296603	1.322325185	1.526550579	0.866217735	0.38637077	0.577011141
ENSG00000232838	2.879296603	1.322325185	1.526550579	0.866217735	0.38637077	0.577011141
ENSG00000135250	37.42085879	-0.328331334	0.379268957	-0.865695247	0.386657307	0.577317527
ENSG00000166086	16.24952926	0.543599929	0.628013979	0.865585714	0.386717393	0.577317527
ENSG00000183186	6.827242924	0.786331925	0.908419548	0.865604364	0.386707162	0.577317527
ENSG00000187475	2.246734704	-1.230613211	1.421990585	-0.865415865	0.386810577	0.577386234
ENSG00000215845	2.879062689	1.322295807	1.528733676	0.864961521	0.387059909	0.577487846
ENSG00000169330	2.879062689	1.322295807	1.528733676	0.864961521	0.387059909	0.577487846
ENSG00000166816	3.806057494	-0.916556343	1.0596664	-0.864948009	0.387067325	0.577487846
ENSG00000181894	2.879062689	1.322295807	1.528733676	0.864961521	0.387059909	0.577487846
ENSG00000163939	45.27310616	0.296264032	0.342663111	0.864592723	0.387262368	0.577708441
ENSG00000134574	6.899243807	0.810871826	0.938142605	0.864337491	0.38740252	0.577777322
ENSG00000171222	14.60027663	0.535278207	0.619293588	0.864336751	0.387402927	0.577777322
ENSG00000165548	10.93027553	0.642688702	0.743686114	0.864193495	0.387481605	0.577824274
ENSG00000159579	6.82700901	0.786356172	0.910391551	0.863756008	0.387721939	0.578112252
ENSG00000164086	8.948070099	0.716989931	0.830246624	0.863586687	0.38781498	0.578151696
ENSG00000103671	4.846440975	0.980308022	1.135327426	0.863458417	0.387885473	0.578151696
ENSG00000168701	12.30485774	0.5797191	0.671465339	0.863364148	0.387937285	0.578151696
ENSG00000132604	27.11646644	0.399877045	0.463145581	0.863393847	0.387920961	0.578151696
ENSG00000115827	3.807694893	-0.915474555	1.06073473	-0.86305702	0.388106117	0.578275621
ENSG00000079459	56.37727939	0.268865254	0.31153241	0.863041037	0.388114905	0.578275621
ENSG00000155367	4.033612494	-0.854677488	0.990789542	-0.862622638	0.38834498	0.578548015
ENSG00000169047	9.035365959	0.693257615	0.804364374	0.861870114	0.388758997	0.579094342
ENSG00000143751	15.96546448	-0.511378452	0.593483971	-0.861655036	0.388877376	0.579129754
ENSG00000173482	8.878408357	0.699034094	0.811222174	0.861704865	0.388849948	0.579129754
ENSG00000089248	21.30800405	0.441332419	0.512783004	0.860661168	0.389424686	0.579874293
ENSG00000145908	5.437615081	-0.728310904	0.846996694	-0.859874553	0.389858197	0.580308074
ENSG00000215045	5.437615081	-0.728310904	0.846996694	-0.859874553	0.389858197	0.580308074
ENSG00000181444	5.227210949	0.984703645	1.144981063	0.860017407	0.389779447	0.580308074
ENSG00000136161	3.036254205	1.314352344	1.529030311	0.859598619	0.390010336	0.580463962
ENSG00000146243	4.033846408	-0.85481159	0.994719403	-0.859349468	0.39014774	0.580527319
ENSG00000167874	4.033846408	-0.85481159	0.994719403	-0.859349468	0.39014774	0.580527319
ENSG00000152527	6.73971315	0.820721528	0.955317057	0.859109049	0.390280355	0.580654076
ENSG00000196116	5.594572683	-0.736580467	0.857824067	-0.858661462	0.390527318	0.580880325
ENSG00000168569	8.809682273	0.680977315	0.793049398	0.858682091	0.390515933	0.580880325
ENSG00000131188	14.28472403	0.5438552	0.633452819	0.85855676	0.390585103	0.580895701
ENSG00000101457	11.01780531	0.623151258	0.725989244	0.858347783	0.390700452	0.580996675
ENSG00000131375	8.653660328	0.686272923	0.799813132	0.858041579	0.390869505	0.581135823
ENSG00000160867	6.670285323	0.793995347	0.925395654	0.858006349	0.390888957	0.581135823
ENSG00000108468	26.78918806	-0.359751134	0.419389888	-0.857796395	0.391004901	0.58120067
ENSG00000168461	3.107319431	1.359317019	1.584737274	0.857755441	0.391027519	0.58120067
ENSG00000173320	23.59046711	0.443909463	0.517647672	0.857551356	0.391140245	0.581231329
ENSG00000151292	5.157549208	0.958335534	1.11764426	0.857460257	0.39119057	0.581231329
ENSG00000131979	8.809916187	0.680997917	0.794134639	0.857534583	0.391149511	0.581231329
ENSG00000142599	94.27519223	-0.197640466	0.230574972	-0.85716357	0.391354493	0.581333785
ENSG00000198824	18.26747076	0.471072204	0.549515958	0.857249362	0.391307088	0.581333785
ENSG00000078403	23.61918575	0.406271071	0.474231727	0.856693148	0.391614491	0.581625306
ENSG00000134291	9.104793786	0.70907704	0.827745453	0.856636587	0.391645759	0.581625306
ENSG00000065243	12.30322034	0.580174919	0.677352637	0.856533047	0.391703001	0.581639763
ENSG00000169660	11.28211609	-0.536925295	0.626989539	-0.856354471	0.39180174	0.581715826
ENSG00000154328	6.826541182	0.786556725	0.91884869	0.856024212	0.391984387	0.581916437
ENSG00000144306	9.493834813	-0.572067747	0.668576947	-0.855649824	0.392191502	0.582130229
ENSG00000175283	10.79188771	0.613483611	0.717028221	0.855592001	0.392223496	0.582130229
ENSG00000109189	5.43808291	-0.728221034	0.851296008	-0.855426347	0.392315163	0.582195702
ENSG00000196878	2.879998346	1.323425257	1.548251005	0.854787274	0.392668924	0.582579452
ENSG00000170049	2.879998346	1.323425257	1.548251005	0.854787274	0.392668924	0.582579452
ENSG00000144589	12.77409314	0.566186723	0.662438409	0.854700928	0.392716737	0.58257979
ENSG00000132294	11.31502205	0.64282208	0.752329188	0.854442564	0.392859821	0.582674707
ENSG00000129158	6.984668354	0.780341225	0.913306266	0.854413524	0.392875905	0.582674707
ENSG00000141526	8.089598311	-0.605043725	0.708363047	-0.854143547	0.393025458	0.582825907
ENSG00000171109	7.122354437	0.822284146	0.9637922	0.853175764	0.393561841	0.583479974
ENSG00000256525	7.122354437	0.822284146	0.9637922	0.853175764	0.393561841	0.583479974
ENSG00000123131	9.157289236	0.769368603	0.901949951	0.853005871	0.393656049	0.583548977
ENSG00000186862	3.036488119	1.313891743	1.540769346	0.852750443	0.393797711	0.583688302
ENSG00000132199	5.366315941	-0.780440245	0.915714088	-0.852275022	0.394061466	0.583937851
ENSG00000161618	16.40083513	-0.452095311	0.530422529	-0.852330522	0.39403067	0.583937851
ENSG00000186638	8.810384015	0.680992347	0.799550237	0.851719274	0.39436992	0.584324209
ENSG00000116350	30.10643608	-0.327527079	0.384649632	-0.851494584	0.394494671	0.584438317
ENSG00000157570	14.52944532	0.523562665	0.615134451	0.851135331	0.394694181	0.584663141
ENSG00000185009	13.22337842	-0.518402494	0.609271942	-0.850855682	0.394849526	0.584822495
ENSG00000146904	4.033144665	-0.855927761	1.006743891	-0.850194144	0.395217157	0.585065272
ENSG00000102024	22.60870591	-0.401850843	0.472788575	-0.84995887	0.395347953	0.585065272
ENSG00000014919	6.828646409	0.787269769	0.926228672	0.849973439	0.395339854	0.585065272
ENSG00000170113	4.931397693	0.937840206	1.102855241	0.85037471	0.395116792	0.585065272
ENSG00000161653	4.033144665	-0.855927761	1.006743891	-0.850194144	0.395217157	0.585065272
ENSG00000108774	8.629197201	-0.591805402	0.696187172	-0.850066513	0.395288108	0.585065272
ENSG00000160951	4.931397693	0.937840206	1.102855241	0.85037471	0.395116792	0.585065272
ENSG00000171824	28.78902761	-0.333717007	0.392737989	-0.849719192	0.395481226	0.585191763
ENSG00000205413	4.034080322	-0.855468012	1.007256623	-0.849304927	0.39571164	0.585461947
ENSG00000197147	10.3226523	0.630613338	0.742736273	0.849040718	0.395858636	0.585608661
ENSG00000147872	8.966172046	0.675707894	0.796069466	0.848805189	0.395989702	0.585731778
ENSG00000249715	4.189868353	-0.871696048	1.027102395	-0.848694397	0.396051365	0.585752218
ENSG00000271447	5.159420521	0.957409528	1.128317034	0.848528826	0.396143526	0.585756508
ENSG00000063322	10.03436936	-0.564003917	0.664693496	-0.848517279	0.396149954	0.585756508
ENSG00000112218	4.190336181	-0.871490567	1.027504297	-0.848162455	0.396347504	0.585854763
ENSG00000136807	25.74469121	0.411491715	0.485169518	0.848140083	0.396359961	0.585854763
ENSG00000151322	4.775609663	0.947050688	1.116539139	0.848201962	0.396325505	0.585854763
ENSG00000103274	4.932099436	0.937990239	1.106138228	0.847986459	0.396445512	0.585910478
ENSG00000092148	80.90933454	0.22195167	0.26178742	0.847831686	0.396531714	0.585967142
ENSG00000112245	8.808512702	0.68061334	0.803380183	0.847187116	0.396890834	0.586342409
ENSG00000160917	25.00394767	-0.361868486	0.427219331	-0.847032099	0.39697723	0.586342409
ENSG00000175073	21.77934469	0.431516429	0.50943329	0.847051885	0.396966202	0.586342409
ENSG00000262664	12.39004837	0.560932359	0.662154307	0.847132387	0.396921335	0.586342409
ENSG00000171812	4.12067444	-0.960097371	1.134240676	-0.846467061	0.397292242	0.586736902
ENSG00000261678	3.962313353	-0.936028254	1.106140218	-0.846211212	0.397434928	0.586876834
ENSG00000011009	23.46059075	0.408616737	0.483030824	0.845943399	0.39758432	0.587023286
ENSG00000049192	2.88023226	1.324149113	1.56558691	0.845784481	0.397672984	0.587023286
ENSG00000164603	2.878360947	1.323176818	1.564771739	0.845603729	0.397773844	0.587023286
ENSG00000033030	17.87332989	-0.434477398	0.513706429	-0.845769828	0.39768116	0.587023286
ENSG00000171443	2.878360947	1.323176818	1.564771739	0.845603729	0.397773844	0.587023286
ENSG00000077254	12.23426034	0.565868985	0.669366325	0.845380121	0.39789864	0.587136682
ENSG00000105447	21.93185792	0.428083551	0.506459339	0.845247621	0.397972599	0.587175046
ENSG00000004866	17.64975143	-0.444099935	0.525463681	-0.845158194	0.39802252	0.587177939
ENSG00000157625	8.965470304	0.675251371	0.79931053	0.844792288	0.398226821	0.587385516
ENSG00000168411	18.04085142	0.464680652	0.550090875	0.844734339	0.398259182	0.587385516
ENSG00000141933	26.9310846	-0.343122544	0.406434987	-0.844224918	0.398543733	0.587734392
ENSG00000103978	10.84580978	-0.613492666	0.726774646	-0.844130528	0.39859647	0.587741369
ENSG00000023909	5.281125308	-0.720785125	0.854272495	-0.843741463	0.398813893	0.587991147
ENSG00000242802	27.21718597	0.374557829	0.444170263	0.843275339	0.399074472	0.588304486
ENSG00000170779	10.62174036	0.659575957	0.782312669	0.843110412	0.399166696	0.588369596
ENSG00000103253	15.9311319	-0.441018665	0.523161569	-0.842987503	0.399235433	0.588400073
ENSG00000104064	6.458508553	-0.677325261	0.804033192	-0.842409576	0.399558735	0.58880568
ENSG00000003056	30.58575987	0.34624163	0.411113671	0.842204126	0.399673705	0.58890422
ENSG00000099814	30.41608035	0.363492599	0.431667558	0.842066057	0.399750979	0.588947201
ENSG00000032389	15.97018055	0.498469225	0.59242127	0.841410074	0.400118244	0.589417357
ENSG00000104973	32.34351211	0.410165853	0.487558819	0.84126435	0.400199858	0.589466658
ENSG00000189298	5.088121381	0.929373986	1.105049212	0.841024975	0.400333943	0.589593223
ENSG00000275052	20.33510074	0.44271675	0.5269509	0.84014801	0.400825404	0.590019243
ENSG00000049769	10.40854468	0.606901979	0.722434534	0.840078859	0.400864173	0.590019243
ENSG00000175893	6.685829638	-0.650043368	0.773611766	-0.840270788	0.400756576	0.590019243
ENSG00000175216	115.5419957	-0.170877977	0.203345965	-0.840331292	0.400722661	0.590019243
ENSG00000159461	40.47000791	-0.284421647	0.338498494	-0.840244942	0.400771065	0.590019243
ENSG00000178971	10.56456662	0.602066187	0.717608869	0.838989333	0.401475295	0.590847703
ENSG00000277258	42.97254116	0.298882699	0.356430196	0.838544832	0.40172478	0.591143808
ENSG00000125459	6.66958358	0.797091337	0.951017755	0.83814559	0.401948941	0.591294409
ENSG00000257093	12.30602731	0.582551937	0.695082696	0.838104503	0.401972014	0.591294409
ENSG00000075399	18.42419445	0.466979018	0.55714471	0.838164681	0.40193822	0.591294409
ENSG00000174839	6.67239055	0.797910332	0.952210299	0.837955998	0.402055417	0.591346043
ENSG00000086504	51.33203334	0.266859296	0.318589518	0.837627357	0.402240023	0.591546499
ENSG00000084764	10.12119739	-0.600900991	0.717871876	-0.837058828	0.402559502	0.591945229
ENSG00000197343	8.582595102	0.667075512	0.797117704	0.836859487	0.402671555	0.592038891
ENSG00000165512	5.054038137	-0.757053504	0.905519917	-0.836042908	0.403130765	0.592642886
ENSG00000174469	3.876654892	-0.843854147	1.009737781	-0.835716126	0.403314621	0.592841986
ENSG00000175768	10.10356327	-0.53810362	0.644078981	-0.835462165	0.403457541	0.592980873
ENSG00000197296	4.189634439	-0.875081766	1.047968256	-0.835026978	0.403702519	0.593269708
ENSG00000082512	12.82497433	-0.483618433	0.57953516	-0.834493689	0.404002842	0.593613701
ENSG00000151952	5.595040511	-0.739155289	0.885810902	-0.834439143	0.404033568	0.593613701
ENSG00000116141	8.739552703	0.662126678	0.793951313	0.833963831	0.404301366	0.593637497
ENSG00000049883	4.190570095	-0.874625652	1.048742814	-0.833975347	0.404294876	0.593637497
ENSG00000067177	8.739084875	0.662052759	0.793822908	0.834005611	0.404277822	0.593637497
ENSG00000120832	2.316396446	-1.102388553	1.321976761	-0.833894048	0.404340691	0.593637497
ENSG00000102606	38.30048883	-0.285740839	0.342527674	-0.834212418	0.404161295	0.593637497
ENSG00000170677	6.825839439	0.78725256	0.943981075	0.833970702	0.404297494	0.593637497
ENSG00000204947	5.000123778	0.967699094	1.16141931	0.833203896	0.404729746	0.594137443
ENSG00000128245	37.91527449	-0.288620514	0.346471369	-0.83302847	0.404828673	0.594211419
ENSG00000143079	25.23404488	0.379769401	0.456049036	0.832738085	0.40499246	0.594361421
ENSG00000127418	6.914070956	0.757094637	0.909231691	0.832675153	0.405027962	0.594361421
ENSG00000171475	10.7210564	0.597598372	0.717830316	0.832506456	0.405123135	0.594429835
ENSG00000162869	4.843634005	0.98433315	1.183292635	0.831859441	0.405488288	0.594755156
ENSG00000145244	8.426573157	0.674008486	0.810314759	0.831786017	0.405529738	0.594755156
ENSG00000124532	2.809167034	1.273624072	1.531663255	0.831530081	0.405674242	0.594755156
ENSG00000046653	2.80893312	1.273510415	1.531561356	0.831511196	0.405684906	0.594755156
ENSG00000185187	14.45536234	-0.461864253	0.555441939	-0.831525711	0.40567671	0.594755156
ENSG00000165891	2.80893312	1.273510415	1.531561356	0.831511196	0.405684906	0.594755156
ENSG00000161835	10.25981913	-0.544008	0.653949397	-0.83188088	0.405476185	0.594755156
ENSG00000139973	4.932801178	0.937954262	1.12947765	0.830431892	0.40629464	0.595506439
ENSG00000172366	4.932801178	0.937954262	1.12947765	0.830431892	0.40629464	0.595506439
ENSG00000196455	17.63211731	-0.413628332	0.498191803	-0.830259208	0.406392246	0.595578198
ENSG00000205155	2.965422893	1.2654409	1.524420606	0.830112696	0.406475069	0.595628279
ENSG00000160055	2.809400948	1.273916424	1.536757624	0.82896379	0.407124897	0.596101121
ENSG00000115641	2.809400948	1.273916424	1.536757624	0.82896379	0.407124897	0.596101121
ENSG00000138411	8.651321186	0.687830446	0.829273908	0.829436981	0.406857183	0.596101121
ENSG00000134109	19.41215882	0.441626478	0.532489922	0.829361195	0.406900053	0.596101121
ENSG00000183943	2.809400948	1.273916424	1.536757624	0.82896379	0.407124897	0.596101121
ENSG00000167528	2.808699206	1.273567648	1.536389813	0.828935234	0.407141057	0.596101121
ENSG00000159714	7.279078125	0.808599759	0.975061314	0.829280935	0.406945456	0.596101121
ENSG00000132024	23.3217351	0.393369231	0.474594355	0.828853582	0.407187264	0.596101121
ENSG00000139352	2.630077735	-1.164272786	1.405088637	-0.82861163	0.407324205	0.596230301
ENSG00000134243	34.0286738	0.32966151	0.397967512	0.828362869	0.407465028	0.596365133
ENSG00000257923	107.8183869	-0.173444898	0.209489904	-0.827939174	0.407704948	0.596644954
ENSG00000143756	11.28258392	-0.536085604	0.647978502	-0.827320046	0.408055685	0.596872849
